JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
newLead Data Scientist,Verizon,"Chennai, Tamil Nadu",Posted2 days ago,2022-02-06,"Directing the gathering of data, assessing data validity and synthesizing data into large analytics datasets to support project goals.",
Data Scientist NLP,loyalytics consulting jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Experienced in web crawling and data scraping.,
Junior Data Scientist,Soothsayer Analytics jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Collaborate with other engineers, data scientists, and product/business people.",
Senior Data Scientist,EATON,"Hadapsar, Pune, Maharashtra",Posted27 days ago,2022-02-06,Experience building APIs to support data consumption needs of other roles.,
Data Scientist,BPrise jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Contribute to data mining architectures, modelling standards, reporting, and data analysis methodologies.",
Machine Learning & AI Online Trainer,Prognoz jobs,India,Posted30+ days ago,2022-02-06,"1+ year experience in Machine Learning, Deep Learning, NLP field.",
"Big data cloud, machine learning cloud - aws, azure, GCP Exp...",Datastunt jobs,"Noida, Uttar Pradesh",Posted18 days ago,2022-02-06,"Big data cloud, machine learning cloud - aws, azure, GCP: 4 years (Preferred).","₹50,000 a month"
Data Scientist,Sequretek jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,1-3 years of experience applying ML / Deep Learning algorithms and techniques to real-world data sets.,
ML Engineer,CarDekho,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,Experience with big data technologies such as Spark/PySpark and data lakes is a plus.,
Data Science Lead,Sony India Software Centre Pvt Ltd,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Realizes data assets (data models), create and maintain state of the art big data pipeline to populate data models.",
Data Scientist,PAGO Analytics jobs,"Remote in Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Devise data mining process and architecture.,
Data Scientist,FinAcPlus jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Ability to perform data mining.,
India Market Unit - Data Science Consultant - 09,Accenture,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,"Accenture Strategy shapes our clients’ future, combining deep business insight with the understanding of how technology will impact industry and business models…",
AI/ML- Machine Learning Engineer,Bosch Group,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Extending company’s data with third party sources of information when needed.,
AVP Data Analytics,Standard Chartered,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"The candidate will have a profound knowledge of large data sets, data management, data governance, data science and metadata.",
newSpec Analytics Analyst 2,Citi,"Bengaluru, Karnataka+2 locations",Posted5 days ago,2022-02-06,"Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…",
Associate Data Scientist,HR Devi and Associates jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Routinely build algorithms that work on web scale data.,"₹2,00,000 - ₹3,00,000 a year"
Analytics & Data Science,Kpro Solutions jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"The candidate should be good in python,sql and data structure.",
Data Science Trainer,MARSIAN Technologies (marsiantech.com) jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Looking for full time & part time Data Science/Machine Learning Trainers to teach in classroom(offline) in our Pimple Saudagar branch in Pune.,"₹600 - ₹1,000 an hour"
Machine learning engineer,Dezzex jobs,"Chennai, Tamil Nadu",Posted24 days ago,2022-02-06,"Understanding of data structures, data modeling and software architecture.","₹10,000 - ₹20,000 a month"
"Senior Executive, Data Scientist",NielsenIQ,"Vadodara, Gujarat",Posted30+ days ago,2022-02-06,Ability to leverage data to continuously improve recruiting practices.,
Lead Data Scientist,Qualys,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Experience with data cleansing, data engineering, data quality assessment, and using analytics for data assessment.",
Data Analytics Specialist - Power BI,3M - TCOE,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,5+ years of data analytics and/or coding experience.,
DATA SCIENTIST,Weatherford,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Utilize data from databases, historians, and/or data lakes.",
Machine Learning Engineer - Manufacturing,Apple,"Bengaluru, Karnataka",Posted10 days ago,2022-02-06,Proven experience formulating complex business problems into actionable data solutions.,
"Research Associate AI/ML, Pratham Digital",PRATHAM Education jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,The Associate will use the existing data to come up with research ideas and ideas for papers.,
Data Scientist (unsupervised and supervised ML techniques),McAfee Enterprise jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Being able to exchange ideas, ask questions and the ability to work with and communicate clearly to non-data scientists how your research works are all musts.",
newSenior R&D Engineer (ML / AI / Data Science / Analytics),Synopsys,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,Strong background in algorithms and data structures.,
"Analyst, Data Science",Standard Chartered,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Do Analysis on production data logs, incident.",
Data Scientist,eNest Technologies Pvt Ltd jobs,"Mohali, Punjab",Posted30+ days ago,2022-02-06,"Connecting to data sources, importing data and transforming data for Business intelligence.",
"Data Science, AVP",OakNorth Bank jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,This will help us to analyze large financial/market/high-frequency data sets and provide business performance conclusions for companies across multiple sectors…,
Data Scientist II - Core Analytics & Science,Uber,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,3+ years of industry experience working as a data scientist or similar.,
Senior Data Scientist,Swaty and Sons Private limited jobs,"Remote in Hyderabad, Telangana",EmployerActive 25 days ago,2022-02-06,Ability to Guide and get things done with junior Data scientists/data analysts.,"₹30,000 - ₹70,000 a month"
Sr. Data Scientist - Machine Learning Specialist,Cardinal Health,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Understanding of cloud data engineering and integration concepts.,
Lead Engineer - Machine Learning,Twitter,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"A master collaborator who can work with all cross-functional stakeholders including researchers, designers, data scientists, product managers, and engineers to…",
Data Scientist IRC132025,GlobalLogic,"Remote in Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,Exploratory data analysis: Conduct exploratory data analysis on both internal (historical GL data) and external (market trends) data and run hypothesis testing…,
Senior Research Scientist- Alexa Data Services,ADCI HYD 13 SEZ,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"5+ years of work experience in areas such as data analytics, operations research, data modeling, machine learning and large scale simulation.",
Applied Scientist - II,ADCI HYD 13 SEZ,"Hyderabad, Telangana",Posted11 days ago,2022-02-06,"Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis.",
Data Analytics and Interpretation Application Developer,Accenture,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Technical Experience : 1 : Mandatory Skills: Python experience 2 : Must have experience in data science and data engineering 3: Good to have experience in…,
India Market Unit - Data Science Analyst - (Career Level 11),Accenture,"New Delhi, Delhi",Posted30+ days ago,2022-02-06,"Accenture Strategy shapes our clients’ future, combining deep business insight with the understanding of how technology will impact industry and business models…",
Analytics Consultant/Decision Scientist - Python & Forecasti...,Fractal.ai jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems.,
Applied Scientist - II,ADCI HYD 13 SEZ,"Hyderabad, Telangana",Posted11 days ago,2022-02-06,"Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis.",
Lead Data Scientist,Nissan,"Thiruvananthapuram, Kerala",Posted30+ days ago,2022-02-06,"Experience in various statistical and machine learning models, data mining, and unstructured data analytics in corporate or academic research environments.",
Lead Data Scientist,Enquero Inc jobs,"Hyderabad, Telangana",Posted18 days ago,2022-02-06,The Candidate would be tasked with solving a real-life business problem that requires processing/analysing TBs of data and handling variety of data sources.,
Data Science | 6 to 8 years | Chennai & Hyderabad,Capgemini,"Bengaluru, Karnataka",Posted10 days ago,2022-02-06,"Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, computer vision, text…",
Data Science - Lead Data Scientist,Paytm,"Bengaluru, Karnataka",Posted13 days ago,2022-02-06,Translating business requirements to data science hypotheses and the outcomes back into business impact projections.,
Senior Data Engineer,Pattern jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Expertise with data systems working with massive data sets from various data sources.,
newData Science Trainer,Edubex jobs,"Kochi, Kerala",Posted2 days ago,2022-02-06,Preferably with skills sets or knowledge as below.,"₹15,000 a month"
ACN - Applied Intelligence - CS&S - Automotive - 09,Accenture,"Gurgaon, Haryana+2 locations",Posted30+ days ago,2022-02-06,Requirements: Responible for taking up day-to-day activities for making deliverables to the Client Duties and Responsibilities: • Act as a Data Scientist for…,
Business Analytics - Data Analyst,Smith & Nephew,"Kharadi, Pune, Maharashtra",Posted10 days ago,2022-02-06,"Strong knowledge of data analysis, modeling, report generation and warehousing/data stores.",
Technical Lead - Machine Learning,Haptik,"Mumbai, Maharashtra",Posted16 days ago,2022-02-06,"Experience in technical leadership, managing team of 2-3 engineers or data scientists.",
newSenior Data Scientist,StatusNeo Technology Consulting jobs,"Gurgaon, Haryana",Posted3 days ago,2022-02-06,"Manage a team of data scientists, machine learning engineers and big data specialists.",
D&AM- Predictive Modeling / AI - ML-LSA/SSA,Deloitte,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Across various businesses, data driven methodologies and analytics usage continues to grow.",
Lead Engineer - Machine Learning,Twitter,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"A master collaborator who can work with all cross-functional stakeholders including researchers, designers, data scientists, product managers, and engineers to…",
Machine Learning Application Developer,Accenture,"Gurgaon, Haryana+5 locations",Posted9 days ago,2022-02-06,Must Have Skills :Machine Learning.,
Senior Data Scientist,Fidelity Investments,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work on interdisciplinary teams, whose members will be data scientists, software developers, and data engineers.",
Data Scientist,Gauge Data Solutions jobs,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,Experience with analyzing actual business data.,
USI-EH22-EA-Client and Market Growth- Research and Insights-...,Deloitte,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Experience with correct application of data granularity and aggregation from data- model into meaningful visualization.,
Sr. Data Scientist - Finance,Aditya Birla Group,Karnataka,Posted9 days ago,2022-02-06,"To query data, manipulate data and draw insights from large data sets.",
Senior Data Scientist,TIGI HR SOLUTION jobs,"Remote in Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,3-4 years of hands-on experience of data-munging with semi-structured or unstructured data.,"₹1,65,000 a month"
newData Scientist – AI/ ML Developer,The Edge Asia jobs,"Mumbai, Maharashtra",Posted1 day ago,2022-02-06,Hands on lead of a team of data scientists building solutions and products for Legal and Compliance Division.,
Data Scientist II,ADCI - Karnataka,"Hyderabad, Telangana+1 location",Posted9 days ago,2022-02-06,"Partner with data engineering teams to improve quality of data assets, metrics and insights.",
GANs and Deep learning Engineer and intern,UNIWORKS DESIGNS jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,2.training data set on remote server and GPUs (deep learning).,
Lead Data Scientist,BigTapp jobs,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,Lead & mentor the data analysts and data scientists to achieve business goals of BigTapp and its customers.,
"Associate Director, Data Science, Neurology",Eisai jobs,Remote in Orissa,Posted30+ days ago,2022-02-06,Expertise in data visualization techniques.,
Analytics Manager,Square Panda jobs,"Mumbai, Maharashtra",EmployerActive 4 days ago,2022-02-06,Should have played hands on data sciences role in the past with full knowledge of which analytics technique to apply.,"₹13,00,000 a year"
R&D Data Scientist,ABB,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"As a data scientist, understand the use cases and key business requirements for data driven solutions in cooperation with ABB’s business divisions and end…",
newBusiness Banking Pricing / Quant Analytics Associate,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted4 days ago,2022-02-06,"5-8 years' experience in data science, statistics or related fields preferably in the banking domain.",
Lead AI/ML monitoring specialist,Wells Fargo,"Bengaluru, Karnataka",Posted11 days ago,2022-02-06,Proven experience in identifying threshold values for the related model monitoring metrics and suggestions being passed on to data scientist and business when…,
newMDM Data Steward – Analytics,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Posted3 days ago,2022-02-06,"Collaborates with HPE-IT and EAP functions to address any data quality resolution and data gaps, migrating to platforms etc.",
Principal Data Scientist,[24]7.ai,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Experience leading and mentoring a team of data scientists.,
Principal Data Scientist,[24]7.ai,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Experience leading and mentoring a team of data scientists.,
Python-Machine Learning Engineer,Harman International,"Bengaluru, Karnataka",Posted16 days ago,2022-02-06,Experience working with data science in automotive telematics data and video is a plus.,
Principal Data Scientist - Bengaluru,"Sigmoid, Bengaluru jobs","Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Develop data science roadmap, and guide data scientist to meet their deliverables.",
DATA SCIENTIST,Innefu Labs Pvt. Ltd.,"Delhi, Delhi",Posted30+ days ago,2022-02-06,Keep up-to-date with latest technology trends.,
Data Science & Analytic,CODEC Networks,"Delhi, Delhi",Posted30+ days ago,2022-02-06,1 to 2 years developing and implementing data analytics methodologies with good interpersonal with excellent communication skills.,
ITeS/Sr. ITeS NLP,iMerit jobs,India,Posted30+ days ago,2022-02-06,"Basic exposure to NLP, ML, and DL.",
Expert Data Science People Analytics,Novartis,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Build capabilities to leverage the Science of data.,
newAssociate Data Scientist,S&P Global,"Hyderabad, Telangana",PostedToday,2022-02-06,"To create data regression models, using predictive data modelling and analysing data mining algorithms to deliver insights and implement action-oriented…",
"Analyst – Python, Analytics, Social Media listening",Novartis,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Works with senior data science team member to present analytical content concisely and effectively.,
Data Scientist,Frontdoor jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Create data miningarchitectures/models/protocols,statistical reporting, and data machine learning algorithms.",
Data Analytics Specialist - Power BI,3M - TCOE,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,5+ years of data analytics and/or coding experience.,
Data Science Data Platform Engineer,Accenture,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with partners as necessary to integrate systems and data quickly and effectively, regardless of technical challenges or business environments.",
DATA SCIENTIST,Tech27 Systems Ltd. jobs,"Calicut, Kerala",Posted30+ days ago,2022-02-06,"Post graduate degree in Statistics, Math or any other with strong analytical background .",
newAsset Management - Business Intelligence and Advanced Analyt...,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Posted4 days ago,2022-02-06,In-depth data exploration and data mining to develop a deep understanding of client behavior.,
NLP Engineer,Klevu Oy jobs,Remote,Posted30+ days ago,2022-02-06,Apply NLP techniques to solve complex problems in eCommerce product discovery.,
Data Scientist – Bangalore – HSR layout,TeamPlus Staffing Solution Pvt Ltd jobs,"HSR Layout, Bengaluru, Karnataka",Posted17 days ago,2022-02-06,Any experience of handling text or image data will be an added advantage.,
newVice President - Data Science,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted2 days ago,2022-02-06,Minimum 5+ years of working experience as a hands-on data scientist is must.,
Senior Data Scientist,QBurst,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Build tools to facilitate training data generation and accelerate the annotation process.,
Lead Machine Learning Engineer/ Data Scientist (India),whiz.ai jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Analyze and verify data quality and features.,
Python - Data Science Platform Developer,Morgan Stanley,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Experience developing/designing data-driven systems in Python.,
Delivery Data Science,Microsoft,"Hyderabad, Telangana+1 location",Posted30+ days ago,2022-02-06,Hands on experience on Python for both data prep and modeling.,
newProgram Manager I - Data & AI,Philips,"Bengaluru, Karnataka",Posted2 days ago,2022-02-06,"Drive industry best practices around data and metadata management, data quality, data governance, and data privacy.",
Machine Learning Lead,Climate Connect,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Able to access and work with various data APIs.,
Marketing Analytics-Data Science Manager,Philips,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Develop and implement marketing data management practices.,
Data Scientist/ Senior Data Scientist,Couche-Tard jobs,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,"Utilize cloud setup to extract processed data for statistical modelling and big data analysis, and visualization tools to represent large sets of time series…",
Senior Data Scientist - Remote,Icertis,"Remote in Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Define the variables and their inter-relationships and extract the data from our data repositories, leveraging infrastructure including Cloud computing…",
Python Developer For Machine Learning,Knick Global jobs,"Mohali, Punjab",EmployerActive 5 days ago,2022-02-06,"Knowledge of data modelling, categorisation.","₹20,000 - ₹50,000 a month"
ACN - Applied Intelligence - Solutions.AI - Data Science - 1...,Accenture,"Gurgaon, Haryana+3 locations",Posted30+ days ago,2022-02-06,View all Accenture jobs - Gurgaon jobs,
Python Data Scientist,TeamPlus Staffing Solution Pvt Ltd jobs,"Marol, Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Sound programming knowledge and experience in Python, Django or Flask.",
Tech Lead - Data Science Engineer (for on-device modelling),Myntra.com,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Candidate has to have experience with handling 3D data for face mesh.,
Data Science Intern,Ganit jobs,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,"Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it.",
Sr. Data Scientist – Bangalore – Now WFH,TeamPlus Staffing Solution Pvt Ltd jobs,Remote,Posted11 days ago,2022-02-06,Any experience of handling text or image data will be an added advantage.,
Data Scientist | Kolkata | 2 to 4 years,PNR Software Solutions jobs,"Kolkata, West Bengal",Posted30+ days ago,2022-02-06,Hands on experience with data models and data warehousingtechnologies.,
"Technical Solutions Engineer, Big Data, Google Cloud",Google,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience in data analytics, warehousing, ETL development, data science or other Big Data applications.",
Principal Data Scientist,Walmart Global Tech India jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience working with big data - identifying trends, patterns, and outliers in large volumes of data.",
"Data Scientist, Data Analytics, Web Analytics",TopGear Consultants jobs,"Mumbai, Maharashtra",Posted14 days ago,2022-02-06,"Statistical data analysis and data modelling using tools such as SQL, R, and/or Python and respective libraries preferred.",
Data Scientist,Kline & Company jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Building and optimizing data models using machine learning techniques.,
newManager - Data Scientist,Genpact,"Bengaluru, Karnataka+2 locations",Posted1 day ago,2022-02-06,"To deal with huge data, have good understanding on data science and have worked on relational databases.",
newPython Developer (AI and Machine Learning),LightLink Solutions jobs,"Remote in Ahmedabad, Gujarat",Posted1 day ago,2022-02-06,Implementing security and data protection.,"₹65,000 a month"
Assistant Manager- Strategic Analytics,Deloitte,"Bengaluru, Karnataka",Posted19 days ago,2022-02-06,Transform data into useful information tailored to leadership needs through storyboarding and data visualization.,
newAI/ML - 29981,Quinnox Consultancy Services Limited,"Bengaluru, Karnataka",Posted7 days ago,2022-02-06,"If you also have knowledge of data science and software engineering, we'd like to meet you.",
Principal Data Scientist Manager,Microsoft,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience in leading and coaching teams of data analysts and data engineers; providing expert guidance, hands-on assistance, best practices, and training.",
newData Science - Delivery Manager,TheMathCompany jobs,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,"As a Delivery Manager, you will be responsible for a wide range of engagements – client engagement, people management, organization development to name a few.",
Senior Data Scientist,+1 location,"Pune, Maharashtra+1 location",Posted12 days ago,2022-02-06,"Experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.",
Data Scientist (Open),Protocolzone jobs,"Ahmedabad, Gujarat",Posted30+ days ago,2022-02-06,"Qualification: Masters in statistics, mathematics or any other masters with very good analytical skills.",
Lead Biometrics Data Scientist (RWLP),Syneos Health Clinical,"Hyderabad, Telangana",Posted9 days ago,2022-02-06,"Perform data mining to discover non-obvious relationships, build training data, implement and retrain ML solutions.",
Data Scientist,EVC Ventures,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,"Must have solid hands-on experience with data, need to understand data and showcase the same.",
Data Scientists,Bloom Consulting Services,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,Applying insights from customer response data to build response and targeting models.,
"Research Scientist, Customer Behaviour Analytics",ADCI - Karnataka,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,You will work with distributed machine learning and statistical algorithms across multiple platforms to harness enormous volumes of online data at scale to…,
Junior Data Scientist,Applied Data Finance jobs,"Chennai, Tamil Nadu",Posted26 days ago,2022-02-06,"Online test will cover various topics, including sql, programming, and in python: panda and use other data analytics packages).",
Senior Data Scientist,Cigna,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with data engineers to deploy the models, build data pipelines, and scalable systems.",
ML Engineer,Drishti,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Strong Computer Science and development fundamentals, including object-oriented design, data structures, algorithm design, and complexity analysis.",
"Software Engineer – Machine Learning, Bangalore",Netradyne jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience with image, video and time-series data.",
DATA SCIENTIST,Melstar Information Technologies Limited,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Ability to tell a clear, concise, actionable story with data.",
Machine Learning Engineer,Codelogicx Technologies Private Limited jobs,West Bengal,Posted30+ days ago,2022-02-06,Looking for Machine Learning engineers with 2 - 6 years of experience.,
DATA SCIENTIST,Alpha ICT LLP,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Identifying additional data to be collected and third-party data sources that will help the analysis.,
Engineer | Machine Learning,BluePi Consulting Pvt Ltd. jobs,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,Solve complex business problems involving TBs of data.,
Data/Sr. Data Scientist,Antuit,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Understanding of data structures and data modeling.,
Data Scientist – Bangalore – HSR layout,TeamPlus Staffing Solution Pvt Ltd jobs,"HSR Layout, Bengaluru, Karnataka",Posted17 days ago,2022-02-06,Any experience of handling text or image data will be an added advantage.,
Data Science Manager,Thermo Fisher Scientific,"Mumbai, Maharashtra+1 location",Posted9 days ago,2022-02-06,Analyze revenue/financial data; market research data to identify actionable trends.,
Lead Data Scientist - Engineering,Barclays,"Delhi, Delhi",Posted30+ days ago,2022-02-06,"Mentor fellow data scientists, partner with data technology & engineers, and work closely with the product development organization.",
"Manager, Global HR Data Analytics & Planning",Harman International,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Concisely summarize data to create compelling analyses and engaging presentations.,
Data Scientist,Big Data BizViz (BizViz Technologies Pvt. Ltd) jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,3+ years of experience in using statistical and data mining techniques to solve real business problems.,
Data Science Intern,Sankhkyiki Robotics jobs,"Navi Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Work on different exercises on data science and machine learning algorithms.,
"Director, Product Data Asset, Digital Transformation Office",Johnson & Johnson Family of Companies,"Mumbai, Maharashtra",Posted8 days ago,2022-02-06,Experience with data modeling and data analysis techniques required.,
Technical Lead-Machine Learning,nurture.farm jobs,"Bengaluru, Karnataka",Posted26 days ago,2022-02-06,Experience leading a team of ML Engineers focused on improving data centric intelligence and business outcomes.,
"Applied Scientist I, Amazon Business",ADCI HYD 13 SEZ,India,Posted30+ days ago,2022-02-06,"Track record in technically leading, mentoring scientists.",
Machine Learning Engineer,Baker Hughes,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"As as Machine Learning Engineer, you will be responsible for building and deploying up-to-date machine and deep learning models on cloud and on-prem.",
Data Scientist II,Chegg,"Jasola, Delhi, Delhi",Posted30+ days ago,2022-02-06,Excellent data visualization skills using Tableau/Domo or other data visualization tools.,
Data Scientist,"Central Business Solutions, Inc jobs","Pune, Maharashtra",Posted29 days ago,2022-02-06,Mix AI solutions based on multiple areas out of NLP / Machine learning / Face recognition / voice recognition / Robotics / Path Planning.,
Data Scientist 4/ Lead Data Scientist,Meesho,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,From improving our product usability to identifying new growth opportunities data scientists help all teams within Meesho develop effective solutions.,
Data Scientist Intern,ADCI - Karnataka,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Excellent communication and data presentation skills.,
"newSenior Associate, Advanced Analytics","JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Posted2 days ago,2022-02-06,"Working with technology teams to implement solutions, define data strategy and build data models, including data lineage and governance exercises.",
Lead Data Scientist - Machine Learning,Advance Auto Parts,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience with data mining and data cleaning, including JSON data formats.",
NLP ANALYST,Inspirion Digital Solutions jobs,"Bengaluru, Karnataka",Posted13 days ago,2022-02-06,Build content for chatbot and define an efficient process for identifying targeted follow-up questions based on keywords.,
"Manager, Business Intelligence & Data Science",iSOCRATES jobs,"Mysore, Karnataka",Posted30+ days ago,2022-02-06,Ensure data accuracy by validating data for new and existing tools.,
Data Scientist,2basetechnologies jobs,"Kochi, Kerala",Posted30+ days ago,2022-02-06,4-8 years years of experience as a data scientist.,
Natural Language Processing Intern,Zebra Learn pvt. ltd. jobs,"Surat, Gujarat",EmployerActive 13 days ago,2022-02-06,Designing and developing NLP applications.,"₹7,000 - ₹15,000 a month"
Partner - Data Science,Dentsu Aegis Network,"Gurgaon, Haryana",Posted20 days ago,2022-02-06,"Works with platform leads and the business to produce common data sets, transformations, data lakes/warehouses, dashboards, reports and analytics services.",
Machine Learning & AI Online Trainer,Prognoz jobs,India,Posted30+ days ago,2022-02-06,"1+ year experience in Machine Learning, Deep Learning, NLP field.",
Data Scientist,Turbolab Technologies jobs,"Kochi, Kerala",Posted30+ days ago,2022-02-06,Experience in developing big-data applications and analytics preferred.,
newSr Program Manager - Analytics & Insights,ADCI - BLR 14 SEZ,India,Posted8 days ago,2022-02-06,Experience defining program requirements and using data and metrics to determine improvements.,
Data Science Analyst (ML Research-Product),Antuit,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Understanding of data structures, data modeling, and software architecture.",
Data Science Engineer,FactSet Research Systems,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience with data visualization and NLP is a huge plus, as is experience developing data-driven prototypes.",
Microsoft Azure Machine Learning Data Platform Engineer,Accenture,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Work with partners as necessary to integrate systems and data quickly and effectively, regardless of technical challenges or business environments.",
Senior UX Data Scientist,Oracle,"Bengaluru, Karnataka",Posted18 days ago,2022-02-06,Strong analytic skills related to working with unstructured datasets (especially clickstream data).,
newAI Researcher,Amex,"Bengaluru, Karnataka",Posted2 days ago,2022-02-06,Work with business to identify innovation opportunities and ability to formulate the data science problems from the business requirements.,
newAI/ML Engineer,ValueLabs,"Hyderabad, Telangana",Posted3 days ago,2022-02-06,Looking for AI/ML Engineer with Artificial Intelligence or Machine Learning Experience with Python or .Net.,
Security Analyst - Python,Akamai,"Bengaluru, Karnataka",Posted17 days ago,2022-02-06,Analyzing large sets of data to differentiate legitimate and fraud traffic.,
Data Scientist,BD,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Technology Solutions provides data products and solutions to our customers using in-depth detailed medical device and hospital data to improve the safety and…,
Senior Data Scientist,Ormae jobs,"Temporarily Remote in Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Should have 2-10 years of experience in Data Science algorithm design and implementation, data analysis in different applied problems.",
